,ID,X,Y,H,H_err,J,J_err,K,K_err,chi,sharp,ra,dec
43556,287709,3155.637,3102.834,19.999000000000002,0.0504,21.080000000000002,0.0140,19.5255,0.0135,0.6720,0.5783,359.4241142981044,-32.5983873722406
43562,79941,3160.685,3102.933,20.490000000000002,0.0711,21.305000000000003,0.0178,20.2125,0.0255,0.6597,0.4277,359.42384799261373,-32.598382885026815
43566,80002,1775.624,3102.982,20.161,0.0562,20.971,0.0134,19.7815,0.0194,0.6903,0.7777,359.49691698765685,-32.59838356708739
43569,5016660,855.852,3103.007,,,23.119,0.0681,21.8225,0.1043,0.5435,-1.4745,359.54543958350513,-32.59836098647416
43576,287775,737.022,3103.092,21.137999999999998,0.2260,21.861,0.0232,21.7065,0.0822,1.1310,1.1640,359.55170845275455,-32.598353074482866
43579,287760,3654.167,3103.183,21.020000000000003,0.1284,21.793000000000003,0.0216,20.8335,0.0375,0.9983,1.0903,359.3978143417369,-32.59836053605073
43581,287731,1382.440,3103.232,20.718000000000004,0.1008,21.728,0.0216,20.2865,0.0255,0.9517,0.2800,359.51765942336556,-32.59836556053602
43584,80142,3365.713,3103.278,20.519,0.0768,21.332,0.0177,20.1555,0.0243,0.8107,0.7317,359.4130317399377,-32.59836353460985
43585,5007862,1496.917,3103.284,21.575000000000003,0.2249,22.293000000000003,0.0336,21.4565,0.0600,0.7283,-0.9827,359.51162018405574,-32.59836560876511
43586,287597,3462.863,3103.296,20.685000000000002,0.0891,21.945,0.0262,20.4185,0.0258,0.8050,0.3420,359.407906589838,-32.59836050755517
43587,79913,3621.587,3103.359,21.186,0.1529,22.034000000000002,0.0291,21.1695,0.0552,0.8643,0.8120,359.39953310550305,-32.59835362129336
43589,5007863,1668.626,3103.395,20.755000000000003,0.1299,21.675,0.0224,20.5615,0.0308,0.6917,-0.5567,359.5025616660864,-32.598363672613374
43593,287785,1865.234,3103.463,19.814,0.0420,20.669,0.0122,19.4235,0.0136,0.6147,0.1530,359.49218959972217,-32.59836328393867
43596,287814,1351.744,3103.569,21.008000000000003,0.1270,21.984,0.0284,21.0775,0.0462,0.9100,0.8327,359.51927878270345,-32.598349901006706
43598,5007866,3848.652,3103.676,21.045,0.1474,22.425,0.0379,21.5005,0.0663,0.8733,0.7250,359.38755430647063,-32.59833272112051
43604,287802,3684.605,3103.824,21.089,0.1297,21.792,0.0231,21.0015,0.0422,0.9680,-0.2410,359.39620860701166,-32.59833117824126
43605,79938,2838.157,3103.845,19.395000000000003,0.0337,20.163,0.0111,19.0965,0.0150,0.6550,0.5200,359.44086298891887,-32.59834679531352
43609,79854,1578.461,3103.987,20.578000000000003,0.0816,21.087,0.0134,19.9895,0.0197,0.7527,0.8317,359.50731831233475,-32.59833586872843
43612,5016663,815.390,3104.036,,,23.208000000000002,0.0712,22.2585,0.1538,0.4405,-0.0945,359.54757411328484,-32.59831388042853
43613,5007869,1083.854,3104.061,21.494,0.2564,22.428,0.0358,21.4015,0.0617,1.0280,0.1893,359.53341130437553,-32.598321202784305
43621,79970,1985.678,3104.177,20.368000000000002,0.0672,21.809,0.0250,19.9705,0.0182,0.5643,0.3590,359.4858355621577,-32.59833274299642
43628,79943,3586.864,3104.297,19.610999999999997,0.0387,20.887,0.0104,18.8525,0.0103,0.8453,-0.1103,359.4013649472224,-32.598312873819225
43631,287817,1602.192,3104.362,19.896,0.0540,20.949,0.0126,19.2865,0.0124,0.8530,0.0093,359.5060663752202,-32.5983196123378
43636,5007875,3666.126,3104.474,20.851999999999997,0.1418,21.941000000000003,0.0259,20.9275,0.0428,0.8677,-0.4080,359.3971834883026,-32.59830281934629
43637,287836,3291.003,3104.478,21.232999999999997,0.1436,21.982000000000003,0.0268,21.0595,0.0423,0.7930,-1.0333,359.41697309715147,-32.598311772404365
43638,5007876,3976.592,3104.533,21.697000000000003,0.2766,22.499000000000002,0.0379,21.4805,0.0644,0.9807,-1.7067,359.38080487326715,-32.59829029377385
43643,5016670,653.671,3104.679,,,23.107000000000003,0.0682,21.9015,0.0902,0.5015,0.4895,359.5561055592634,-32.59827945560925
43644,79730,3692.693,3104.681,20.225,0.0716,21.235000000000003,0.0164,19.7305,0.0177,1.0123,-1.0130,359.3957819542795,-32.59829285505111
43655,5016673,739.090,3104.967,,,22.311,0.0354,22.014499999999998,0.1188,0.4530,0.4615,359.55159927527717,-32.59826981585569
43658,287813,1189.989,3104.994,20.947000000000003,0.1187,21.892000000000003,0.0234,20.6495,0.0330,1.0167,0.5100,359.5278121252694,-32.5982826319793
43661,287820,2183.174,3105.077,18.250999999999998,0.0152,18.974,0.0047,17.9145,0.0079,0.6247,-0.1797,359.4754166472309,-32.59829400601808
43662,287816,1592.803,3105.088,20.648000000000003,0.0801,21.417,0.0160,20.2055,0.0230,0.7280,-0.3347,359.5065616772304,-32.59828718484385
43665,287837,3404.863,3105.127,19.713,0.0462,20.598000000000003,0.0100,19.3965,0.0135,0.8587,-0.1880,359.4109664304739,-32.598280484431854
43668,79859,2484.481,3105.211,18.186,0.0166,18.817,0.0052,17.6855,0.0068,0.6297,0.3477,359.45952118923066,-32.59828832064233
43670,287832,3064.848,3105.251,19.253,0.0313,20.195,0.0092,19.1045,0.0120,0.6860,0.2470,359.4289039209082,-32.598281422704574
43675,79946,3967.185,3105.329,20.622,0.0914,21.358,0.0170,20.3505,0.0314,1.0793,-0.3743,359.3813011720219,-32.598255247321305
43677,5016676,961.981,3105.350,,,22.242,0.0313,21.4655,0.0688,0.4895,-0.8105,359.5398406632556,-32.59826028239134
43679,80146,3619.708,3105.409,20.520000000000003,0.0806,21.392000000000003,0.0150,19.7735,0.0182,0.8360,-0.5207,359.3996322989347,-32.59826256186699
43682,5007878,743.319,3105.447,21.384,0.1951,22.476000000000003,0.0380,21.5575,0.0650,0.8953,-0.5580,359.55137615428174,-32.5982486348273
43683,5016679,878.794,3105.457,,,22.606,0.0449,21.5335,0.0731,0.5595,1.5515,359.54422918292323,-32.598252860013496
43685,287819,1944.565,3105.468,19.328000000000003,0.0314,20.296000000000003,0.0111,18.7215,0.0114,0.7093,0.4800,359.48800446566497,-32.598274994161905
43686,287835,3286.101,3105.472,20.813000000000002,0.0913,21.465,0.0182,20.6065,0.0291,0.7083,0.1157,359.4172317258875,-32.59826769342731
43690,5016682,1374.401,3105.611,,,22.827,0.0463,22.0185,0.1063,0.3965,-1.3675,359.5180834588011,-32.598259650711704
43692,287640,3791.042,3105.633,20.590000000000003,0.0823,21.437,0.0184,20.2435,0.0258,0.8910,0.5373,359.3905935927531,-32.59824757916502
43693,287878,3571.890,3105.674,20.849000000000004,0.1140,21.866000000000003,0.0254,20.5785,0.0327,0.9853,-1.8517,359.40215494344665,-32.59825207161967
43698,79971,2014.405,3105.752,20.211,0.0580,20.549000000000003,0.0129,19.5875,0.0171,0.5950,-0.1327,359.48432005320194,-32.59826298015966
43701,80006,2490.364,3105.822,19.058999999999997,0.0293,19.860000000000003,0.0107,18.9375,0.0154,0.5903,0.3803,359.45921083329097,-32.59826115044152
43702,80050,2409.838,3105.840,19.601999999999997,0.0439,20.151,0.0121,18.9715,0.0142,0.5920,-0.5447,359.4634589829101,-32.59826048465795
43709,79899,2039.382,3105.961,18.603,0.0205,20.104000000000003,0.0079,18.6215,0.0096,0.7257,-0.0037,359.4830023896703,-32.59825388268387
43714,5016688,77.292,3106.054,,,,0.1608,25.9695,0.2515,0.0400,7.1600,359.5865122667905,-32.59819281568063
43715,287888,1755.735,3106.061,20.783,0.0840,21.475,0.0202,20.5245,0.0296,0.6043,-0.3150,359.4979661832778,-32.59824645570871
43718,5007883,3734.693,3106.172,21.417,0.2402,22.397000000000002,0.0347,21.6005,0.0719,0.9610,0.9643,359.3935662991956,-32.598225348401606
43721,5016689,3739.954,3106.214,,,23.145000000000003,0.0684,21.7145,0.0964,0.4880,-1.1850,359.3932887570938,-32.5982233236667
43722,79901,2303.594,3106.240,19.322000000000003,0.0399,20.041,0.0101,18.2985,0.0097,0.6410,0.1543,359.46906388498513,-32.598242665224824
43725,80095,2934.686,3106.288,18.119,0.0118,18.973000000000003,0.0039,17.7195,0.0051,0.5767,-0.2510,359.4357706328768,-32.598237128110014
43733,287867,2049.370,3106.433,20.915999999999997,0.0984,21.781000000000002,0.0249,20.6855,0.0354,0.5267,0.9657,359.4824754687389,-32.598232977601356
43741,5007890,775.826,3106.682,21.706000000000003,0.2313,22.474,0.0407,21.4855,0.0641,0.9083,1.1323,359.54966119911546,-32.59819490336595
43746,5016693,1203.764,3106.804,,,22.623,0.0426,21.5255,0.0710,0.5005,0.0630,359.52708537017645,-32.59820254521862
43751,80141,3356.119,3106.939,19.222,0.0319,19.94,0.0107,18.9975,0.0119,0.9047,0.1670,359.4135379657083,-32.59820103221204
43753,5016695,4020.597,3106.964,,,22.537000000000003,0.0427,21.7235,0.0726,0.5135,0.0190,359.37848349762265,-32.598180673823265
43756,5007893,1194.807,3107.033,21.589,0.2621,22.017000000000003,0.0259,20.9995,0.0427,0.9493,1.7963,359.52755788891534,-32.598192135376394
43757,5016696,681.345,3107.037,,,23.562,0.0963,22.3835,0.1771,0.4640,-1.0675,359.55464551554957,-32.59817569720481
43762,79665,996.927,3107.163,19.387999999999998,0.0434,20.235000000000003,0.0073,19.1465,0.0129,1.0557,0.2850,359.5379970240792,-32.59818077947983
43766,287906,3507.089,3107.246,20.713,0.0947,21.721,0.0240,20.4185,0.0270,0.8987,-0.2733,359.405573563497,-32.59818386934472
43768,5016699,3981.730,3107.268,,,22.623,0.0440,21.5545,0.0659,0.5100,0.0230,359.3805339334684,-32.598168556585726
43773,287859,1390.611,3107.368,21.073,0.1339,21.635,0.0202,20.639499999999998,0.0368,0.9197,1.2077,359.5172282555484,-32.59818191637108
43779,5016700,971.876,3107.487,,,22.544,0.0402,21.3405,0.0561,0.4980,0.6330,359.53931857480467,-32.598165611758276
43780,80081,2006.397,3107.509,19.939,0.0441,20.932000000000002,0.0134,19.7475,0.0183,0.5770,0.7670,359.48474249833754,-32.59818482699579
43782,287928,1170.618,3107.533,20.721000000000004,0.1032,22.004,0.0278,19.6265,0.0144,1.0257,0.5827,359.52883396170773,-32.5981692776075
43783,287940,2206.730,3107.570,19.671999999999997,0.0470,20.161,0.0120,19.4055,0.0183,0.6607,0.1560,359.47417393893846,-32.598183299266985
43787,5016701,3726.939,3107.673,,,22.458000000000002,0.0375,21.6195,0.0697,0.4745,-0.7295,359.3939754139144,-32.59815886920479
43788,5016702,1089.828,3107.717,,,22.558,0.0403,21.7745,0.0899,0.5485,-0.6725,359.5330960232575,-32.598158883606445
43794,287904,3462.976,3107.835,20.694000000000003,0.0868,21.326,0.0152,20.4445,0.0276,0.8020,0.1547,359.4079007577793,-32.59815877161668
43804,287951,3451.694,3107.969,19.738,0.0417,20.623,0.0107,19.2875,0.0139,0.8283,-0.5947,359.40849594234925,-32.598153085396426
43807,5016705,1337.799,3107.992,,,22.715,0.0493,21.5945,0.0757,0.4655,-1.2410,359.52001433146097,-32.59815300674275
43808,287924,832.549,3108.013,21.287999999999997,0.1389,22.174000000000003,0.0289,21.1445,0.0453,0.9733,1.4023,359.54666873074024,-32.5981377116183
43811,80125,1694.733,3108.051,19.898000000000003,0.0535,20.762,0.0101,19.7305,0.0165,0.7540,0.0430,359.5011843072394,-32.59815713809465
43812,287932,1588.363,3108.052,20.152,0.0528,21.338,0.0148,19.6085,0.0161,0.7373,0.5627,359.5067958484594,-32.598155374813004
43814,5007901,1272.902,3108.065,21.474000000000004,0.2354,21.936,0.0256,21.3625,0.0566,0.9253,-0.0180,359.5234379639878,-32.59814823261195
43815,287898,3187.890,3108.069,18.781,0.0203,19.041,0.0052,18.6065,0.0100,0.7033,0.0883,359.42241290068955,-32.59815413873276
43816,80201,1534.539,3108.075,21.579,0.1892,22.358,0.0361,21.3635,0.0611,0.9193,-0.4663,359.50963532867274,-32.59815338780134
43821,5016707,1026.640,3108.176,,,22.731,0.0480,22.3695,0.2151,0.4225,0.1225,359.53642948237007,-32.59813664996587
43823,80199,1480.533,3108.183,21.075000000000003,0.1284,21.517000000000003,0.0180,20.4895,0.0286,0.8400,0.2883,359.51248440800936,-32.598147555557524
43825,5016708,886.287,3108.237,,,22.316000000000003,0.0355,21.6925,0.0983,0.5145,1.6815,359.54383378209627,-32.59812955104129
43828,80160,1015.822,3108.403,21.061,0.1388,21.831000000000003,0.0238,20.8485,0.0381,1.1130,0.0747,359.53700017640523,-32.59812623833197
43830,5007903,1451.572,3108.414,21.247999999999998,0.1778,22.172,0.0326,21.2845,0.0552,0.8130,0.4630,359.5140122373067,-32.598136708861134
43831,80236,1346.259,3108.423,20.802,0.1103,21.694000000000003,0.0201,20.6315,0.0312,0.9850,0.3687,359.51956801339816,-32.59813404376601
43832,5007904,656.137,3108.438,21.644,0.2555,22.277,0.0319,21.8305,0.0947,0.9543,-0.3077,359.55597529667864,-32.59811248264494
43835,5016710,614.670,3108.517,,,22.927000000000003,0.0565,21.6515,0.0982,0.4715,-1.5110,359.55816287643387,-32.59810738165627
43837,5016711,3849.329,3108.529,,,23.416,0.0834,21.7335,0.1215,0.6105,0.3375,359.3875187786134,-32.598117010428254
43838,80128,1988.149,3108.532,19.613999999999997,0.0361,20.338,0.0083,19.2425,0.0122,0.5663,0.2480,359.4857051604278,-32.59813920857264
43839,80116,1100.849,3108.548,20.942,0.1287,21.787000000000003,0.0227,20.7745,0.0343,1.0647,1.1330,359.53251458399717,-32.59812226110312
43848,287962,945.975,3108.730,20.979,0.1258,21.622,0.0190,20.9175,0.0368,1.0643,-0.2593,359.54068493231375,-32.59810955903224
43851,80096,2961.351,3108.822,20.261000000000003,0.0612,21.044,0.0162,19.9345,0.0199,0.6090,-0.5427,359.43436396026107,-32.598124168751355
43873,80098,3170.424,3109.206,20.185000000000002,0.0573,20.732000000000003,0.0117,19.9055,0.0214,0.6817,0.5020,359.42333434177044,-32.59810391525907
43874,288010,711.277,3109.217,21.588,0.1891,22.259,0.0308,21.171499999999998,0.0489,1.0173,0.8963,359.5530663625668,-32.59807991586221
43876,5007910,3881.890,3109.364,21.479999999999997,0.2148,22.493000000000002,0.0406,21.5775,0.0693,0.9260,-0.9177,359.38580106133213,-32.59807882895348
43877,80181,3731.499,3109.433,21.387,0.1740,22.243000000000002,0.0307,21.4095,0.0586,1.0017,0.8183,359.39373491416575,-32.59808051085284
43878,5007911,1356.357,3109.470,21.531,0.2314,22.223000000000003,0.0327,21.2385,0.0527,0.8637,0.4870,359.519035266617,-32.5980877382429
43883,288014,1434.205,3109.541,20.731,0.0924,22.619,0.0415,21.0595,0.0585,0.8973,1.0997,359.5149284039219,-32.59808626329537
43886,287664,1892.013,3109.581,17.094,0.0143,17.961000000000002,0.0037,16.7775,0.0058,1.2133,0.2923,359.49077679482633,-32.59809166562101
43887,5016716,1378.468,3109.584,,,22.402,0.0370,21.7595,0.0818,0.4375,-1.2635,359.51786880081863,-32.59808316250262
43888,80105,3747.197,3109.590,20.467,0.0813,21.401,0.0173,20.2465,0.0245,0.9850,-0.0443,359.3929067745085,-32.5980730607274
43891,80231,933.908,3109.623,21.224000000000004,0.1492,21.82,0.0215,20.7955,0.0347,1.0527,-0.2390,359.5413214912876,-32.598069488536986
43894,5007915,968.217,3109.656,21.6,0.2618,22.039,0.0266,21.3615,0.0530,0.9143,1.0157,359.5395115250886,-32.59806909854672
43897,287790,2595.633,3109.697,18.323999999999998,0.0159,18.836000000000002,0.0047,18.0875,0.0089,0.5857,0.0673,359.4536573891053,-32.59808853717156
43905,80137,2778.424,3109.857,20.012,0.0495,20.864,0.0148,19.6585,0.0178,0.5253,0.3917,359.44401426982,-32.59808016660377
43912,80271,1374.293,3110.007,21.143,0.1411,22.252000000000002,0.0316,21.4075,0.0553,0.9497,2.1300,359.51808904130337,-32.5980642706402
43916,288058,1794.735,3110.105,20.343000000000004,0.0727,21.263,0.0165,20.1755,0.0238,0.7097,-0.5623,359.4959086775687,-32.59806723766387
43918,287995,3165.942,3110.117,20.356,0.0633,21.181,0.0157,20.3905,0.0272,0.6207,0.2493,359.42357080804817,-32.598063504807556
43920,288039,3530.065,3110.165,20.341,0.0640,21.318,0.0170,19.7315,0.0171,0.7977,1.1543,359.40436155492523,-32.59805355656591
43922,5016723,1442.151,3110.191,,,22.426000000000002,0.0396,21.1595,0.0486,0.4940,-2.0350,359.5145091978726,-32.59805753844379
43925,80132,2173.857,3110.254,19.883000000000003,0.0493,20.632,0.0137,19.2295,0.0162,0.5773,-0.1477,359.47590813861297,-32.59806387688192
43930,288330,1872.893,3110.362,18.354999999999997,0.0186,18.540000000000003,0.0039,18.4475,0.0087,0.6373,0.0923,359.4917854582072,-32.59805674710262
43931,80246,3110.765,3110.366,20.463,0.0755,21.406000000000002,0.0187,20.3905,0.0305,0.7227,1.1133,359.4264816681781,-32.59805336733826
43932,288040,3579.813,3110.396,21.234,0.1271,22.046000000000003,0.0286,21.0215,0.0411,0.8567,-1.3113,359.40173711491707,-32.59804199524118
43944,79891,984.260,3110.683,20.471000000000004,0.0831,21.334000000000003,0.0159,20.2565,0.0250,0.9743,0.3080,359.53866514218294,-32.59802394869306
43948,5007925,1165.863,3110.785,21.548000000000002,0.2490,22.533,0.0414,21.3405,0.0577,0.9567,0.3710,359.5290847084085,-32.598024617913545
43949,80360,3313.841,3110.804,20.472,0.0784,21.522000000000002,0.0190,20.2225,0.0237,0.8463,-0.0147,359.41576843386224,-32.59803014975095
43954,288056,1498.305,3110.877,20.589,0.0840,21.25,0.0146,20.2675,0.0236,0.8743,0.3330,359.5115467860049,-32.59802816905015
43956,80381,1580.468,3110.912,21.515,0.2574,21.963,0.0268,21.2485,0.0513,0.9067,0.9713,359.50721228913875,-32.598028126219006
43962,288082,3896.270,3110.986,20.634999999999998,0.0984,21.404,0.0176,20.3655,0.0286,1.0860,-0.6450,359.38504251172856,-32.598006259973296
43964,288062,2144.262,3111.021,17.958,0.0128,18.822000000000003,0.0054,17.4725,0.0077,0.7223,-0.0183,359.4774694149067,-32.59802964742731
43969,80218,3589.374,3111.163,21.101,0.1273,21.595000000000002,0.0194,20.8805,0.0405,0.8297,1.1447,359.401232750452,-32.59800765130397
43972,5016729,1080.375,3111.237,,,22.492,0.0396,22.1635,0.1433,0.4880,-1.2205,359.5335945959808,-32.59800217055893
43978,288070,2829.575,3111.334,18.493000000000002,0.0178,19.776,0.0085,18.5205,0.0093,0.6413,0.2983,359.44131582190784,-32.59801403782072
43981,288095,1290.221,3111.444,20.64,0.0877,21.232000000000003,0.0152,19.5425,0.0161,0.9167,0.4923,359.5225242061246,-32.59799847222216
43985,288094,1259.948,3111.510,20.692,0.0981,21.658,0.0189,20.4345,0.0259,0.9820,-0.1873,359.5241212504118,-32.59799480512957
43987,288101,1877.054,3111.565,18.018,0.0164,18.026,0.0032,17.8825,0.0066,0.6813,0.1280,359.49156592951095,-32.598003326267026
43988,287972,1478.147,3111.599,21.109,0.1208,22.12,0.0301,20.982499999999998,0.0435,0.8353,1.0100,359.51261020111326,-32.597995686302596
43998,80158,672.912,3111.725,20.503999999999998,0.0818,21.469,0.0168,20.1245,0.0207,0.9947,-0.0527,359.555090188463,-32.597967026337784
44002,80332,3852.501,3111.821,20.892000000000003,0.1092,21.861,0.0233,20.8395,0.0395,1.0123,-0.1037,359.38735156756303,-32.597970596208384
44003,5007931,3964.341,3111.849,21.728,0.2628,22.535,0.0413,21.5945,0.0777,0.9393,1.8200,359.3814514781676,-32.597965569634
44005,80074,1128.742,3111.908,20.206000000000003,0.0712,21.28,0.0152,19.8045,0.0175,1.0420,-0.1960,359.53104298307045,-32.597973702517336
44009,288148,2181.854,3111.958,19.579,0.0388,20.224,0.0103,19.3565,0.0172,0.5713,-0.0377,359.4754862491816,-32.597988178221094
44010,80285,3523.739,3111.984,20.421999999999997,0.0719,20.974,0.0141,20.2715,0.0250,0.8133,0.1980,359.4046953366912,-32.59797287288917
44012,288115,3586.283,3111.997,20.944000000000003,0.1006,22.384,0.0361,21.0135,0.0464,0.7607,0.0327,359.40139584198096,-32.597970667343986
44015,288109,2782.759,3112.061,20.192,0.0576,20.917,0.0156,19.8485,0.0209,0.5257,-0.1557,359.443785600899,-32.597982172246745
44017,5007932,4094.037,3112.137,21.840000000000003,0.2777,22.567,0.0409,21.4325,0.0634,0.9287,-0.6113,359.3746094141872,-32.59794803836415
44019,288121,3986.866,3112.161,20.805999999999997,0.1046,21.955000000000002,0.0265,20.7895,0.0367,1.0170,-0.1860,359.3802631909497,-32.59795090788516
44020,288098,1592.674,3112.167,20.558,0.0670,21.136000000000003,0.0156,19.7345,0.0200,0.7457,0.2433,359.5065683378278,-32.5979725604875
44021,288099,1667.872,3112.185,20.680999999999997,0.0960,21.263,0.0170,20.1355,0.0233,0.8020,0.5870,359.50260128089,-32.59797299429889
44028,288105,2459.286,3112.279,17.067,0.0124,17.731,0.0036,16.5805,0.0058,0.9827,0.2813,359.4608503676809,-32.59797424141078
44033,288145,1822.915,3112.424,19.897,0.0528,20.648000000000003,0.0137,19.4985,0.0180,0.7860,0.4810,359.49442201159155,-32.597964522449246
44034,288167,3822.236,3112.474,20.1,0.0602,20.948,0.0138,19.7525,0.0193,0.9937,-0.6553,359.38894821491044,-32.5979425500861
44035,5007933,3633.766,3112.480,21.381,0.1789,22.529,0.0426,21.3535,0.0554,0.7927,-0.7317,359.39889090284987,-32.59794790731207
44036,80255,3594.626,3112.512,20.866,0.1070,21.700000000000003,0.0215,20.4595,0.0273,0.9000,-0.2533,359.4009557253037,-32.59794755481629
44037,5016741,1192.930,3112.532,,,22.661,0.0475,21.889499999999998,0.1007,0.4960,-0.7565,359.5276567398962,-32.59794768667081
44041,5007934,3958.036,3112.575,21.198,0.1683,22.346,0.0355,21.5435,0.0665,0.9267,2.3490,359.38178412685477,-32.59793352355546
44043,80463,1652.262,3112.588,19.764000000000003,0.0443,20.235000000000003,0.0081,19.2595,0.0123,0.7730,0.4000,359.50342477596615,-32.59795483732451
44045,288111,3183.697,3112.611,19.212000000000003,0.0262,19.96,0.0100,18.9355,0.0112,0.6380,0.1007,359.4226341982171,-32.59795234712381
44049,288139,1115.079,3112.735,21.266,0.1266,21.538,0.0183,20.7905,0.0351,0.9937,-0.4633,359.53176374433605,-32.59793656968322
44063,5016745,1412.002,3113.053,,,22.751,0.0510,22.5865,0.2778,0.3875,-1.3805,359.5160996318276,-32.59792970876532
44068,288072,3028.210,3113.112,21.189999999999998,0.1367,20.724,0.0130,20.3765,0.0346,0.6607,0.1090,359.43083689307457,-32.59793258782624
